Source Name,No.,Title,Tender No.,Category,Ministry,Tenderer,Address,Date,Display Date,Price
myprocurement_export (64).xlsx,82,"CADANGAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, MELATIH DAN MENTAULIAH PERALATAN DIPLOMA DALAM BIDANG PEMBUATAN PINTAR (SMART MANUFACTURING) DAN DIPLOMA DALAM BIDANG BAIK PULIH BADAN KENDERAAN & SEMBURAN CAT (AUTOMOTIVE BODY REPAIR AND AUTO REFINISHINGDI INSTITUT KEMAHIRAN MARA LUMUT, PERAK",0034/2024,Bekalan,KEMENTERIAN KEMAJUAN DESA DAN WILAYAH,Q-BIC SDN. BHD.,"BLOCK A-4-5, PLAZA DWITASIK, JALAN PERMAISURI 5/106, CHERAS TIADA MAKLUMAT DAERAH 56000 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/26/24 10:45,7/2/24 10:45,"72,091.00"
myprocurement_export (64).xlsx,80,"CADANGAN MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI, MELATIH DAN MENTAULIAH PERALATAN BAGI PENINGKATAN PROGRAM DENGAN TEKNOLOGI BERKAITAN INDUSTRIAL REVOLUTION 4.0 (IR 4.0) DI KOLEJ KEMAHIRAN TINGGI MARA (KKTM) BALIK PULAU, PULAU PINANG",0028/2024,Bekalan,KEMENTERIAN KEMAJUAN DESA DAN WILAYAH,Q-BIC SDN. BHD.,"BLOCK A-4-5, PLAZA DWITASIK, JALAN PERMAISURI 5/106, CHERAS TIADA MAKLUMAT DAERAH 56000 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/26/24 9:45,7/2/24 9:45,"1,334,220.00"
myprocurement_export (49).xlsx,27,"PERMOHONAN PENAMBAHAN NILAI KONTRAK TENDER MENAIKTARAF, MEMBEKAL, MEMASANG, MENGUJITAULIAH, LATIHAN DAN MENYELENGGARA PERALATAN RANGKAIAN UPNMNET DI UNIVERSITI PERTAHANAN NASIONAL MALAYSIA - UPNM(PB)02.13/03/08/2024 (TEMPOH KONTRAK : 04/06/2024 - 03/10/2024)",EP2400964,Bekalan,KEMENTERIAN PENDIDIKAN TINGGI,SOFTDEAL SDN. BHD.,"NO. A081, JALAN 7, KOSMOPLEK, BANDAR BARU SALAK TINGGI SEPANG 43900 SELANGOR",6/26/24 9:45,5/23/24 9:45,"339,975.00"
myprocurement_export (64).xlsx,25,TENDER PEMBAHARUAN LESEN PERISIAN DAN SUPPORT SPEEDMINER DATA WAREHOUSE (DW) AND BUSINESS PERFORMANCE MANAGEMENT (BPM) DAN CACHE DATABASE UNTUK JABATAN PERANGKAAN MALAYSIA,QT240000000003880,Perkhidmatan Bukan Perunding,KEMENTERIAN EKONOMI,SPEEDMINER SDN. BHD.,"LOT 7.01 LEVEL 7, 1 TECH PARK, TANJUNG BANDAR UTAMA, BANDAR UTAMA PETALING 47800 SELANGOR",6/26/24 4:45,7/2/24 4:45,"1,650,000.00"
myprocurement_export (64).xlsx,67,TENDER PEMBANGUNAN STATISTICS BIG DATA ANALYTICS ARTIFICAL INTELLIGENCE (STATSBDA AL-STATSBDA 2.0) BAGI JABATAN PERANGKAAN MALAYSIA,QT240000000011295,Perkhidmatan Bukan Perunding,KEMENTERIAN EKONOMI,E- CONTENT (M) SDN. BHD.,"SUITE NO. 3A-01, BLOCK 4805, CBD PERDANA 2, JALAN PERDANA CYBER 12 SEPANG 63000 SELANGOR",6/26/24 4:45,7/3/24 4:45,"14,188,734.00"
myprocurement_export (63).xlsx,28,"TENDER PERKHIDMATAN MEMBERSIH, MENYELENGGARA DAN MENCUCI SELURUH KAWASAN LUAR DAN DALAM BANGUNAN TERMASUK KERJA-KERJA LANDSKAP DI AKADEMI PEMBANGUNAN BELIA MALAYSIA (APBM) BATU GAJAH, PERAK",QT240000000010858,Perkhidmatan Bukan Perunding,KEMENTERIAN BELIA DAN SUKAN,RICH TARGET CONSTRUCTION & LANDSCAPING SDN. BHD.,"NO. 6A-1, KOMPLEK MBI, JALAN GHAZALI JAWI KINTA 31400 PERAK",6/25/24 4:45,7/18/24 4:45,"1,008,000.00"
myprocurement_export (63).xlsx,29,"TENDER PERKHIDMATAN KAWALAN KESELAMATAN (TANPA SENJATA API) DI AKADEMI PEMBANGUNAN BELIA MALAYSIA (APBM) BATU GAJAH, PERAK",QT240000000010860,Perkhidmatan Bukan Perunding,KEMENTERIAN BELIA DAN SUKAN,RHM INDAH KAWALAN SDN. BHD.,"159, JALAN MELOR 1/6, PERSIARAN AMANJAYA 5, BANDAR AMANJAYA KUALA MUDA 08000 KEDAH",6/25/24 4:45,7/18/24 4:45,"550,464.00"
myprocurement_export (65).xlsx,83,TENDER PERKHIDMATAN PEMBERSIHAN LANDSKAP DAN BANGUNAN DI KOMPLEKS SUKAN LABUAN BAGI TEMPOH 24 BULAN,QT240000000012960,Perkhidmatan Bukan Perunding,KEMENTERIAN BELIA DAN SUKAN,SUCEME ENTERPRISE,"LOT 6A1,2ND FLOOR, WISMA WONG WO LO, JALAN TUN MUSTAPHA, LABUAN F.T. TIADA MAKLUMAT DAERAH 87000 WILAYAH PERSEKUTUAN LABUAN",6/25/24 4:45,6/28/24 4:45,"1,819,440.00"
myprocurement_export (62).xlsx,69,"TENDER PEROLEHAN PERALATAN BAGI KEPERLUAN MENAIK TARAF KURSUS PENJAGA JENTERA VOLTAN TINGGI KATEGORI B0 11KV IKTBN ALOR GAJAH, MELAKA",QT230000000030795,Bekalan,KEMENTERIAN BELIA DAN SUKAN,STAGNO TECH SDN. BHD.,"C-9, GROUND FLOOR,JALAN UTAMA 1/1, ONE AMPANG AVENUE ULU LANGAT 68000 SELANGOR",6/25/24 4:45,7/18/24 4:45,"2,205,010.00"
myprocurement_export (20).xlsx,48,"MEMBINA JAMBATAN BARU ANTARA KG KEMUBU KE KG STONG, KUALA KRAI KELANTAN",JKR/IP/CJ/T2023/44,Perkhidmatan Perunding,KEMENTERIAN KERJA RAYA,KHAIRI CONSULT SDN. BHD.,"76 JALAN SG 4/8, TAMAN SRI GOMBAK GOMBAK 68100 SELANGOR",6/24/24 17:41,7/29/24 17:41,"3,230,150.00"
myprocurement_export (63).xlsx,72,"[FTA (CPTPP)] TENDER MEMBEKAL DAN MENGHANTAR BEKALAN REAGEN, KONSUMABEL DAN PERALATAN UNTUK UJIAN FULL BLOOD COUNT (FBC) BAGI HOSPITAL-HOSPITAL DI NEGERI KELANTAN BAGI TEMPOH 4 TAHUN",QT23000000001666,Bekalan,KEMENTERIAN KESIHATAN,MEDILIANCE (M) SDN. BHD.,"NO. 11-2 SRI MANJA SQUARE II, JALAN PJS 3/59, TAMAN SRI MANJA PETALING 46100 SELANGOR",6/21/24 18:45,TIADA MAKLUMAT,"9,841,130.00"
myprocurement_export (63).xlsx,74,"TENDER BEKALAN BAHAN MAKANAN MENTAH, BASAH DAN KERING (BHG I-IV) DI HOSPITAL TAPAH, PERAK BAGI TEMPOH TIGA (3) TAHUN",QT230000000030855,Bekalan,KEMENTERIAN KESIHATAN,KAMAL ADNI ENTERPRISE,"NO. 455, JALAN CHEPOR INDAH 15,, rpt batu 10,, jalan jelapang KINTA 31200 PERAK",6/21/24 4:45,6/28/24 4:45,"3,423,876.20"
myprocurement_export (56).xlsx,99,TENDER PERKHIDMATAN KEBERSIHAN KAWASAN DAN PENCUCIAN KLINIK-KLINIK DAN BANGUNAN PEJABAT KESIHATAN DAERAH SEBERANG PERAI TENGAH BAGI TEMPOH TIGA (3) TAHUN,QT240000000000076,Perkhidmatan Bukan Perunding,KEMENTERIAN KESIHATAN,SYARIKAT PINTASAN JAYA,"NO 23, TINGKAT 1, LORONG SUNGAI DUA UTAMA 1, TAMAN SUNGAI DUA UTAMA SEBERANG PERAI UTARA 13800 PULAU PINANG",6/21/24 4:45,7/15/24 4:45,"3,854,520.00"
myprocurement_export (62).xlsx,4,PERKHIDMATAN MENGHANTAR DAN MENERIMA MEL/BEG DIPLOMATIK DI KEMENTERIAN LUAR NEGERI UNTUK TEMPOH SELAMA TIGA (3) TAHUN BERMULA 1 JULAI 2024 SEHINGGA 30 JUN 2027,QT240000000010513,Perkhidmatan Bukan Perunding,KEMENTERIAN LUAR NEGERI,POS MALAYSIA BERHAD,"TINGKAT 2, IBU PEJABAT POS, KOMPLEKS DAYABUMI TIADA MAKLUMAT DAERAH 50670 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/21/24 4:45,6/28/24 4:45,"3,754,274.40"
myprocurement_export (62).xlsx,5,"PERKHIDMATAN MEMBEKAL, MENGHANTAR, MEMASANG, MEREKABENTUK, MENGKONFIGURASI, MELAKSANA, MENGURUS, MENGINTEGRASI, MENGUJI, MENYELENGGARA, MENYEDIA KHIDMAT SOKONGAN DAN MENTAULIAH SISTEM PRIVATE AUTOMATED BRANCH EXCHANGE (PABX) SECARA SEWAAN DI KEMENTERIAN LUAR NEGERI SELAMA TIGA (3) TAHUN BERMULA 1 JULAI 2024 SEHINGGA 30 JUN 2027",QT240000000011389,Perkhidmatan Bukan Perunding,KEMENTERIAN LUAR NEGERI,TM TECHNOLOGY SERVICES SDN. BHD.,"LEVEL 48 NORTH WING, MENARA TM, JALAN PANTAI BAHARU TIADA MAKLUMAT DAERAH 50672 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/21/24 4:45,6/28/24 4:45,"2,880,000.00"
myprocurement_export (62).xlsx,23,"TENDER PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA DI PEJABAT KESIHATAN PORT DICKSON, KLINIK KESIHATAN PORT DICKSON, KLINIK KESIHATAN LUKUT, KLINIK KESIHATAN PASIR PANJANG, KLINIK KESIHATAN LINGGI, KLINIK KESIHATAN BUKIT PELANDOK DAN KLINIK KESIHATAN BAGAN PINANG BAGI TEMPOH TIGA (3) TAHUN",QT240000000005025,Perkhidmatan Bukan Perunding,KEMENTERIAN KESIHATAN,RG GUARD SERVICES SDN. BHD.,"NO. 32, TINGKAT 1, JALAN SPRINGHILL 9/12, PERSIARAN SPRINGHILL, BANDAR SPRINGHILL PORT DICKSON 71010 NEGERI SEMBILAN",6/21/24 4:45,7/5/24 4:45,"2,585,131.20"
myprocurement_export (62).xlsx,97,MEMBEKAL DAN MENGHANTAR ALAT TULIS DAN BEKALAN AM KE KEMENTERIAN LUAR NEGERI (KLN) BAGI DUA (2) TAHUN,QT240000000009368,Bekalan,KEMENTERIAN LUAR NEGERI,AL AFLAH PRINTWORKS,"G411, JALAN 5,, KOSMOPLEKS,, BANDAR BARU SALAK TINGGI, SEPANG 43900 SELANGOR",6/21/24 4:45,7/31/24 4:45,"626,647.00"
myprocurement_export (63).xlsx,4,"TENDER MEMBEKAL DAN MENGHANTAR BEKALAN TONER, INK KATRIJ DAN RIBBON BAGI MESIN PENCETAK KE STOR ALAT TULIS, HOSPITAL TANAH MERAH, KELANTAN BAGI TEMPOH DUA PULUH EMPAT (24) BULAN",QT230000000029542,Bekalan,KEMENTERIAN KESIHATAN,REWANAS SDN. BHD.,"B-3-3, KUCHAI EXCHANGE, 43, JALAN KUCHAI MAJU 13 TIADA MAKLUMAT DAERAH 58200 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/21/24 4:45,7/15/24 4:45,"1,582,030.00"
myprocurement_export (63).xlsx,5,"TAWARAN TENDER MEMBEKAL DAN MENGHANTAR PELBAGAI INK DAN TONER MESIN PENCETAK, MESIN FAKS DAN MESIN FOTOSTAT DI HOSPITAL TENGKU AMPUAN RAHIMAH, KLANG (HTAR) BAGI TEMPOH TIGA (3) TAHUN",QT240000000004551,Bekalan,KEMENTERIAN KESIHATAN,REWANAS SDN. BHD.,"B-3-3, KUCHAI EXCHANGE, 43, JALAN KUCHAI MAJU 13 TIADA MAKLUMAT DAERAH 58200 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/21/24 4:45,7/11/24 4:45,"5,380,295.00"
myprocurement_export (55).xlsx,68,"[FTA (CPTPP)] TENDER PEMBEKALAN REAGEN SEBANYAK 98,000 KIT BAGI UJIAN XPERT MTB/RIF ULTRA SECARA INSTRUMENT PLACEMENT DI FASILITI KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH EMPAT (4) TAHUN (MAKLUMAT LANJUT SILA LAYARI LAMAN WEB KEMENTERIAN KESIHATAN MALAYSIA DAN MYPROCUREMENT) [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]",QT230000000029719,Bekalan,KEMENTERIAN KESIHATAN,MEDISAFE TECHNOLOGIES SDN. BHD.,"NO 17, LEKAS 23 JALAN BESI 1/1, KAWASAN PERINDUSTRIAN SG PURUN ULU LANGAT 43500 SELANGOR",6/21/24 4:45,8/26/24 4:45,"11,407,200.00"
myprocurement_export (51).xlsx,11,"[FTA (CPTPP)] TENDER MEMBEKAL DAN MENGHANTAR REAGEN DAN KONSUMABEL SEBANYAK 460,000 UJIAN HB ANALISIS SECARA INSTRUMENT PLACEMENT MENGGUNAKAN KAEDAH CAPILLARY ELECTROPHORESIS (CE) BAGI SARINGAN TALASEMIA UNTUK KEGUNAAN JABATAN PATOLOGI HOSPITAL-HOSPITAL KEMENTERIAN KESIHATAN MALAYSIA BAGI TEMPOH EMPAT (4) TAHUN (MAKLUMAT LANJUT SILA LAYARI LAMAN WEB KEMENTERIAN KESIHATAN MALAYSIA DAN MYPROCUREMENT) [TAWARAN PETENDER DIBENARKAN DALAM BM/ENG]",QT230000000028294,Bekalan,KEMENTERIAN KESIHATAN,UTAS MAJU SDN. BHD.,"NO 15 BLOCK H, JALAN PJU 1A/3, TAIPAN 2 DAMANSARA PETALING 47301 SELANGOR",6/21/24 4:45,9/3/24 4:45,"12,190,000.00"
myprocurement_export (65).xlsx,94,"PENYELENGGARAAN SISTEM PEMANTAUAN LEV FUMEHOOD DI IBU PEJABAT JABATAN KIMIA MALAYSIA, PETALING JAYA, SELANGOR",QT240000000012117,Perkhidmatan Bukan Perunding,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",ENVIROTERM SDN. BHD.,"LOT 5035, JALAN 18/62, TAMAN SRI SERDANG PETALING 43300 SELANGOR",6/20/24 17:45,6/25/24 17:45,"612,930.00"
myprocurement_export (19).xlsx,74,PEMBINAAN BARAJ SUNGAI MUAR - FASA 1 PERKHIDMATAN PERUNDING UKUR BAHAN,BBA/(PP)/05/2023,Perkhidmatan Perunding,KEMENTERIAN PERALIHAN TENAGA DAN TRANSFORMASI AIR,MF ASSOCIATES SDN. BHD.,"NO. 337, BLOK 5, LAMAN SERI BUSINESS PARK, PERSIARAN SUKAN, SEKSYEN 13 PETALING 40100 SELANGOR",6/20/24 15:41,7/9/24 15:41,"3,724,391.00"
myprocurement_export (45).xlsx,85,"TENDER MEMBEKAL, MENGHANTAR, MENABUR DAN MENGANALISIS BAJA SEBATIAN SERTA BAJA TUNGGAL DI SAWAH SEMPADAN, IADA BARAT LAUT SELANGOR BAGI TAHUN 2024",QT240000000011819,Bekalan,KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN,PERTUBUHAN PELADANG KEBANGSAAN (NAFAS),"LOT 1, JALAN TEKNOLOGI 3/5, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PETALING 47810 SELANGOR",6/20/24 4:45,6/28/24 4:45,"3,957,375.80"
myprocurement_export (45).xlsx,86,"TENDER MEMBEKAL, MENGHANTAR, MENABUR DAN MENGANALISIS BAJA SEBATIAN SERTA BAJA TUNGGAL DI SG. BURONG DAN SEKINCHAN, IADA BARAT LAUT SELANGOR BAGI TAHUN 2024",QT240000000011823,Bekalan,KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN,PERTUBUHAN PELADANG KEBANGSAAN (NAFAS),"LOT 1, JALAN TEKNOLOGI 3/5, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PETALING 47810 SELANGOR",6/20/24 4:45,6/28/24 4:45,"7,556,522.25"
myprocurement_export (45).xlsx,87,"TENDER MEMBEKAL, MENGHANTAR, MENABUR DAN MENGANALISIS BAJA SEBATIAN SERTA BAJA TUNGGAL DI IADA KETARA BAGI TAHUN 2024",QT240000000011826,Bekalan,KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN,PERTUBUHAN PELADANG KEBANGSAAN (NAFAS),"LOT 1, JALAN TEKNOLOGI 3/5, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PETALING 47810 SELANGOR",6/20/24 4:45,6/28/24 4:45,"7,940,630.60"
myprocurement_export (63).xlsx,34,"TENDER BAGI PERKHIDMATAN KOMPREHENSIF PENYELENGGARAAN ANTENNA S+X DI KOMPLEKS TEKNOLOGI ANGKASA, AGENSI ANGKASA MALAYSIA (MYSA), BANTING, SELANGOR",QT240000000004210,Perkhidmatan Bukan Perunding,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",SAB SYSTEM SDN. BHD.,"NO. 4-1-02, JALAN BAZAR U8/100, SEKSYEN U8, BUKIT JELUTONG PETALING 40150 SELANGOR",6/20/24 4:45,7/11/24 4:45,"4,850,000.00"
myprocurement_export (63).xlsx,80,"TENDER MEMBEKAL, MENGHANTAR, MENABUR DAN MENGANALISIS BAJA SEBATIAN SERTA BAJA TUNGGAL DI  SG. LEMAN, IADA BARAT LAUT SELANGOR BAGI TAHUN 2024",QT240000000011815,Bekalan,KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN,BRIAR RESOURCES SDN. BHD.,"LOT 3279, JALAN PERINDUSTRIAN MAHKOTA 11, KAWASAN PERINDUSTRIAN MAHKOTA ULU LANGAT 43700 SELANGOR",6/20/24 4:45,6/28/24 4:45,"4,208,904.40"
myprocurement_export (65).xlsx,80,"TENDER MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH SATU (1) SET GAMMA IRRADIATOR UNTUK AGENSI NUKLEAR MALAYSIA- T.01/2024 (PELAWAAN KE-2)",QT240000000009688,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",OR TECHNOLOGIES SDN. BHD.,"SUITE B-10-10 LEVEL 12, MENARA UNCANG EMAS, NO.85 JALAN LOKE YEW TIADA MAKLUMAT DAERAH 55200 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/20/24 4:45,6/25/24 4:45,"3,019,750.00"
myprocurement_export (65).xlsx,81,"TENDER MEMBEKAL, MEMASANG, MENGUJI DAN MENTAULIAH SATU (1) UNIT PERALATAN LIQUID CHROMATOGRAPHY-INDUCTIVELY COUPLED  PLASMA MASS SPECTROMETER (LC-ICPMS) BERSERTA AKSESORI UNTUK AGENSI NUKLEAR MALAYSIA- T.02/2024 (PELAWAAN KE-2)",QT240000000009692,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",MARSINI SDN. BHD.,"4E,1ST FLOOR, DESA UNIVERSITY COMMERCIAL COMPLEX, JALAN SUNGAI DUA TIMOR LAUT 11700 PULAU PINANG",6/20/24 4:45,6/25/24 4:45,"818,919.00"
myprocurement_export (64).xlsx,37,"MEMBEKAL, MENGUJI DAN MENTAULIAH SATU (1) SET SISTEM EMF SPECIFIC ABSORPTION RATE (SAR) EQUIPMENT UNTUK AGENSI NUKLEAR MALAYSIA - T.05/2024 (PELAWAAN KE-2)",QT240000000014714,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",COMREL TECHNOLOGIES SDN. BHD.,"1-21-12B, SUNTECH@PENANG CYBERCITY, LINTANG MAYANG PASIR 3 BARAT DAYA 11950 PULAU PINANG",6/20/24 4:45,6/25/24 4:45,"2,399,990.00"
myprocurement_export (64).xlsx,50,PERKHIDMATAN PENYENGGARAAN OVERHAUL ACCELERATOR TANK MESIN ALUR ELEKTRON DI AGENSI NUKLEAR MALAYSIA- T.04/2024 (PELAWAAN KE-2),QT240000000010194,Perkhidmatan Bukan Perunding,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",MS INSTRUMENTS (SEA) SDN. BHD.,"NO. 52, JALAN USJ 9/5P PETALING 47620 SELANGOR",6/20/24 4:45,6/25/24 4:45,"2,540,000.00"
myprocurement_export (64).xlsx,63,TENDER BAGI PERKHIDMATAN PENYELENGGARAAN DAN SOKONGAN GXL PROLINE DI IBU PEJABAT AGENSI ANGKASA MALAYSIA UNTUK TEMPOH DUA (2) TAHUN,QT240000000005190,Perkhidmatan Bukan Perunding,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",JURUPRO SDN. BHD.,"B-09-11 PERDANA SELATAN, TAMAN SERDANG PERDANA (SEKSYEN 1) PETALING 43300 SELANGOR",6/20/24 4:45,7/1/24 4:45,"719,208.00"
myprocurement_export (64).xlsx,64,TENDER BAGI PERKHIDMATAN PENYELENGGARAAN PERISIAN KOMPUTER PEMPROSESAN DAN ANALISA IMEJ SATELIT UNTUK AGENSI ANGKASA MALAYSIA (MYSA),QT240000000005541,Perkhidmatan Bukan Perunding,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",JURUPRO SDN. BHD.,"B-09-11 PERDANA SELATAN, TAMAN SERDANG PERDANA (SEKSYEN 1) PETALING 43300 SELANGOR",6/20/24 4:45,7/1/24 4:45,"1,917,705.00"
myprocurement_export (64).xlsx,66,"TENDER BAGI MENAIK TARAF, MENGKONFIGURASI, MENGINTEGRASI, MENGUJI GUNA DAN MENTAULIAH SISTEM ARCHIVING & RETRIEVAL (ARS)  DI AGENSI ANGKASA MALAYSIA (MYSA), KUALA LUMPUR",QT240000000011041,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",VME BROADCAST SDN. BHD.,"NO. 15-4 JALAN USJ 9/5Q, SUBANG BUSINESS CENTRE, UEP SUBANG JAYA PETALING 47620 SELANGOR",6/20/24 4:45,7/1/24 4:45,"875,352.00"
myprocurement_export (64).xlsx,68,"TENDER BAGI PEROLEHAN SISTEM PEMANCAR TERIMA STESEN BUMI DAN TERMINAL PENDERIA TERMASUK KERJA-KERJA YANG BERKAITAN DI KOMPLEKS TEKNOLOGI ANGKASA, AGENSI ANGKASA MALAYSIA",QT240000000011610,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",TANAHAIR TECHNOLOGIES SDN. BHD.,"A-1021, DAMANSARA INTAN 1, JALAN SS20/27 PETALING 47400 SELANGOR",6/20/24 4:45,7/1/24 4:45,"521,300.00"
myprocurement_export (64).xlsx,69,"TENDER BAGI MENAIK TARAF, MENGKONFIGURASI, MENGINTEGRASI, MENGUJI GUNA DAN MENTAULIAH SISTEM PEMPROSESAN IMEJ SATELIT DI IBU PEJABAT AGENSI ANGKASA MALAYSIA (MYSA), KUALA LUMPUR",QT240000000012931,Bekalan,"KEMENTERIAN SAINS, TEKNOLOGI DAN INOVASI",STATWORKS TECHNOLOGY SDN. BHD.,"SUITE A-28-06, 3 TWO SQUARE, NO 2 JALAN 19/1 PETALING 46300 SELANGOR",6/20/24 4:45,7/1/24 4:45,"1,022,688.80"
myprocurement_export (65).xlsx,33,"TENDER MEMBEKAL, MENGHANTAR, MENABUR DAN MENGANALISIS BAJA SEBATIAN SERTA BAJA TUNGGAL DI IADA KEMASIN SEMERAK DAN LEMBAGA KEMAJUAN PERTANIAN KEMUBU (KADA) BAGI TAHUN 2024",QT240000000011831,Bekalan,KEMENTERIAN PERTANIAN DAN KETERJAMINAN MAKANAN,PERTUBUHAN PELADANG KEBANGSAAN (NAFAS),"LOT 1, JALAN TEKNOLOGI 3/5, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PETALING 47810 SELANGOR",6/20/24 4:45,TIADA MAKLUMAT,"13,050,927.99"
myprocurement_export (47).xlsx,11,"PEROLEHAN MEMBEKAL, MEMASANG DAN MENGUJI SISTEM PENYAMAN UDARA JENIS VRV/VRF SERTA KERJA BERKAITAN DI TINGKAT 4, 5, 6, 7 DAN 9, MENARA PERBADANAN LABUAN",PL.T.03.2024(JPK),Bekalan,JABATAN PERDANA MENTERI,CEKAL SERIMAS SDN. BHD.,"LOT 19-1, 1ST FLOOR, BLOCK H, LINTAS SQUARE, OFF JALAN LINTAS KOTA KINABALU 88300 SABAH",6/19/24 15:45,6/18/24 15:45,"1,499,953.90"
myprocurement_export (30).xlsx,92,MEMBEKAL DAN MENGHANTAR 9 L/ITEM ALAT GANTI 40/L70MM BAGI PEMBAIKAN KD PERDANA (ALD1/MC1/1020/25),KP/PERO/2B/T020/2020/OE JLD 5 (1)-1,Bekalan,KEMENTERIAN PERTAHANAN,BHIC BOFORS ASIA SDN. BHD.,"12A.03, LEVEL 12A, KH TOWER, 8, LORONG P. RAMLEE TIADA MAKLUMAT DAERAH 50250 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/19/24 10:45,12/29/20 10:45,"442,914.00"
myprocurement_export (45).xlsx,53,"BUILDINGCONDITION ASSESSMENT (BCA) UNTUK BLOK B9A, B9B, B9C, B9D, C1, C2, C3, C3A, C5, C6, C7, C8, C9, C10, C11 DI UNIVERSITI TUN HUSSEIN ONN MALAYSIA, PARIT RAJA, JOHOR",UTHM / 08 / P / 05 / 005 / 2023,Perkhidmatan Perunding,KEMENTERIAN PENDIDIKAN TINGGI,HYTECHEMPIRE CONSULTANT SDN. BHD.,"23-2 JALAN TASIK UTAMA 4, MEDAN NIAGA TASIK DAMAI TIADA MAKLUMAT DAERAH 57000 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/17/24 13:45,6/26/24 13:45,"293,117.00"
myprocurement_export (64).xlsx,8,"TENDER MEMBEKAL BAHAN BACAAN TAMBAHAN (BBT) KE PUSAT SUMBER SEKOLAH (PSS) KEMENTERIAN PENDIDIKAN MALAYSIA TAHUN 2024 PAKEJ 1 (ZON UTARA) - PERAK, PULAU PINANG, KEDAH DAN PERLIS",QT240000000008629,Bekalan,KEMENTERIAN PENDIDIKAN,TIGA ROS TRADING SDN. BHD.,"NO. 17, JALAN MEGA 5, TAMAN MEGA JAYA, AMPANG TIADA MAKLUMAT DAERAH 56100 WILAYAH PERSEKUTUAN KUALA LUMPUR",6/13/24 4:45,6/27/24 4:45,"2,359,130.10"
myprocurement_export (64).xlsx,9,"TENDER MEMBEKAL BAHAN BACAAN TAMBAHAN (BBT) KE PUSAT SUMBER SEKOLAH (PSS) KEMENTERIAN PENDIDIKAN MALAYSIA TAHUN 2024 PAKEJ 2 (ZON TENGAH) - SELANGOR, WP KUALA LUMPUR DAN WP PUTRAJAYA",QT240000000008647,Bekalan,KEMENTERIAN PENDIDIKAN,NTROUPE RESOURCES,"NO. 2A, JALAN SEKSYEN 2/17, TAMAN KAJANG UTAMA ULU LANGAT 43000 SELANGOR",6/13/24 4:45,6/27/24 4:45,"1,305,066.20"
myprocurement_export (64).xlsx,10,"TENDER MEMBEKAL BAHAN BACAAN TAMBAHAN (BBT) KE PUSAT SUMBER SEKOLAH (PSS) KEMENTERIAN PENDIDIKAN MALAYSIA TAHUN 2024 PAKEJ 3 (ZON SELATAN) - NEGERI SEMBILAN, MELAKA DAN JOHOR",QT240000000008653,Bekalan,KEMENTERIAN PENDIDIKAN,PERDANA MARKETWAYS SDN. BHD.,"SUITE 44, SUSUR LARKIN PERDANA 2, PERSIARAN LARKIN PERDANA JOHOR BAHRU 80350 JOHOR",6/13/24 4:45,6/27/24 4:45,"1,829,687.70"
